"Protein","Count_ABP","Count_Comp","Count_NP","Mean_ABP","Mean_Comp","Mean_NP","Fold_change_ABP_vs_Comp","Fold_change_ABP_vs_NP","Fold_change_Comp_vs_NP","P_value_A_ABP_vs_Comp","P_value_A_ABP_vs_NP","P_value_A_Comp_vs_NP","Flag_A_ABP_vs_Comp","Flag_A_ABP_vs_NP","Flag_A_Comp_vs_NP"
"tr|B4F7B3|B4F7B3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q6IMA9|Q6IMA9_RAT",3,3,1,1.59101880131666,1.26389081962967,-0.976961517822008,0.327127981686985,2.56798031913867,2.24085233745168,0.485052164148798,0.0129934853236772,0.020431894663821,0,1,1
"tr|D3ZQE7|D3ZQE7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P10719|ATPB_RAT",3,3,3,3.64539429328992,3.00025393412935,-0.678735921392015,0.645140359160561,4.32413021468193,3.67898985552137,0.2677757682783,0.000179065322801897,0.00043526383897955,0,1,1
"sp|Q68FX0|IDH3B_RAT",3,3,2,2.07336633342552,1.64106698413751,-1.29767938738318,0.432299349288006,3.37104572080869,2.93874637152069,0.0255204076012899,3.65519354269413e-06,7.20947942619056e-06,1,1,1
"sp|D4ABB8|ATP9B_RAT",3,3,2,2.4623681209644,0.494211220586962,1.26229502824328,1.96815690037744,1.20007309272112,-0.768083807656318,0.00631076847324908,0.057056384019536,0.175837067052843,1,0,0
"sp|Q9JIX5|CHD8_RAT",3,3,3,0.037714867156062,-0.594922006939882,0.337067237469254,0.632636874095944,-0.299352370313192,-0.931989244409135,0.116069987403917,0.41844276800227,0.0353731351161701,0,0,-1
"sp|A4L9P5|HIPK1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6AXQ7|IQCAL_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q66HA4|TAXB1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K1Y7|A0A0G2K1Y7_RAT",3,3,3,1.72182535656379,1.59649586019081,1.51960237359949,0.12532949637298,0.2022229829643,0.07689348659132,0.775727115197325,0.647628176112451,0.860934824420919,0,0,0
"tr|Q7TPA7|Q7TPA7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A678|D4A678_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K212|A0A0G2K212_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZVN9|D3ZVN9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5M948|TAF1D_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q99NA5|IDH3A_RAT",3,3,2,2.37874351023512,2.25370007130337,-2.00749785003066,0.12504343893175,4.38624136026578,4.26119792133403,0.0894604016560021,1.51563273547362e-08,1.75119484480165e-08,0,1,1
"tr|F1M2M6|F1M2M6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P97685|NFASC_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4Q8I2|D4Q8I2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R410|M0R410_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P11497|ACACA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q566R3|GPTC4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P10686|PLCG1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M0N1|F1M0N1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2KB19|A0A0G2KB19_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JSV6|A0A0G2JSV6_RAT",3,3,3,2.58470967747119,2.06517908654314,-0.586305209604053,0.519530590928042,3.17101488707524,2.6514842961472,0.15373340316358,5.91563163330743e-05,0.00016239943594634,0,1,1
"tr|M0RD14|M0RD14_RAT",3,3,3,2.50443122576271,2.1591464874548,-0.638954888942013,0.345284738307912,3.14338611470472,2.79810137639681,0.182729521031454,9.35098525536884e-06,1.84015530315088e-05,0,1,1
"sp|P62260|1433E_RAT",3,3,2,4.0073516962138,3.8149086145656,-2.12702263773013,0.192443081648199,6.13437433394393,5.94193125229573,0.722280699794219,0.000122221427836399,0.000142497623785678,0,1,1
"tr|F1M6C2|F1M6C2_RAT",3,3,3,3.02284903418909,2.38575371883611,-0.709594283055333,0.637095315352979,3.73244331724442,3.09534800189144,0.097830890543281,2.62757980163366e-05,7.67181822286816e-05,0,1,1
"sp|P11348|DHPR_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P05065|ALDOA_RAT",3,3,3,1.84441539948461,1.42856180521679,-0.862035173118109,0.415853594267818,2.70645057260272,2.2905969783349,0.0269427294493581,1.39741318653569e-06,3.7379237121072e-06,1,1,1
"sp|Q6P6R2|DLDH_RAT",3,3,2,2.14917140980523,1.90640016915162,-1.8106720402668,0.242771240653615,3.95984345007204,3.71707220941842,0.221447536265821,5.27390122205145e-06,7.21145834739406e-06,0,1,1
"sp|P02091|HBB1_RAT",3,3,3,3.4463020290827,3.11202309502141,-0.958356058898813,0.334278934061289,4.40465808798152,4.07037915392023,0.470408953295788,5.32430737661843e-05,8.34122489520737e-05,0,1,1
"sp|P35763|PERF_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P52873|PYC_RAT",3,3,3,2.2009499186582,1.93781239457331,1.37926167594237,0.26313752408489,0.821688242715831,0.55855071863094,0.568294983816542,0.108488469588673,0.24749184481899,0,0,0
"sp|P06687|AT1A3_RAT",3,3,2,2.2855500202824,2.06842215514905,-2.8134826650555,0.217127865133353,5.09903268533791,4.88190482020455,0.747031733167416,0.000825694112871059,0.0010087879498999,0,1,1
"sp|P34058|HS90B_RAT",3,3,2,2.08421264127147,1.43177458147908,-1.21634679791764,0.652438059792387,3.30055943918911,2.64812137939672,0.0517680319449403,8.70804409502678e-05,0.000250939889415072,0,1,1
"sp|Q9JLJ3|AL9A1_RAT",3,3,1,2.35630058329757,2.13156059017397,-0.702189826354364,0.2247399931236,3.05849040965193,2.83375041652833,0.37458760074525,0.000656069673957069,0.00088020105729185,0,1,1
"tr|F1M9V7|F1M9V7_RAT",3,3,3,2.31669434337305,2.05224504979803,-2.47517459912998,0.264449293575025,4.79186894250303,4.527419648928,0.64225151955944,0.000115032398960659,0.000158137038118319,0,1,1
"sp|P60711|ACTB_RAT",3,3,3,1.93760095459276,1.77170553404592,-0.906813823802054,0.165895420546837,2.84441477839481,2.67851935784798,0.630536550952858,0.000128601059807897,0.000179942984574065,0,1,1
"sp|B0BNA5|COTL1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P05197|EF2_RAT",3,3,2,2.43454879004753,2.24126000681537,-0.524372527867936,0.193288783232167,2.95892131791547,2.7656325346833,0.494440572177642,0.0001640716573214,0.000226689844296842,0,1,1
"tr|F1LTW8|F1LTW8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P13233|CN37_RAT",3,3,2,3.05522984265092,3.06282717072676,-1.50017226927317,-0.00759732807583768,4.5554021119241,4.56299943999993,0.977823410567043,1.92510463944733e-05,1.9094034633187e-05,0,1,1
"sp|P30835|PFKAL_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P07943|ALDR_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3Z822|D3Z822_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R523|M0R523_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q6MG72|Q6MG72_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M949|F1M949_RAT",3,3,1,3.15616370717478,2.64728071269894,-0.562893368615807,0.508882994475842,3.71905707579058,3.21017408131474,0.123069070475878,0.000546398885999469,0.000963332266744618,0,1,1
"sp|P63086|MK01_RAT",3,3,0,2.00260590417584,1.53334327949341,NA,0.469262624682428,NA,NA,0.164558634888872,NA,NA,0,0,0
"sp|P21708|MK03_RAT",3,3,0,2.21343166989656,2.0847412516881,NA,0.128690418208465,NA,NA,0.509820197478327,NA,NA,0,0,0
"sp|Q499N5|ACSF2_RAT",3,3,1,1.52265989771868,0.951536247234122,0.776147383375454,0.571123650484556,0.746512514343224,0.175388863858668,0.256098254670837,0.28821662833481,0.788007705823617,0,0,0
"tr|D3ZB78|D3ZB78_RAT",3,3,0,1.70523467930783,1.50294551365353,NA,0.2022891656543,NA,NA,0.306409200372408,NA,NA,0,0,0
"sp|P21575|DYN1_RAT",3,3,2,2.08698899146398,1.85146804963206,-1.15307732277015,0.235520941831921,3.24006631423414,3.00454537240222,0.0872682324426275,1.53915724455867e-06,2.23900620378227e-06,0,1,1
"sp|P02770|ALBU_RAT",3,3,2,2.96068321719103,2.33426121424266,-0.944116768739911,0.626422002948367,3.90479998593094,3.27837798298257,0.0192874731491359,7.54678814269362e-06,1.78698626019337e-05,1,1,1
"tr|E9PTR3|E9PTR3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35814|STIP1_RAT",3,3,1,2.36526626962836,1.70240635252597,0.133589087224545,0.662859917102382,2.23167718240381,1.56881726530143,0.0539096132706963,0.00299869548374685,0.0106251933366282,0,1,1
"tr|F1LM47|F1LM47_RAT",3,3,2,2.54773946390231,2.14281603167716,-2.3540218260901,0.404923432225155,4.90176128999241,4.49683785776725,0.299058833263122,5.72073589225665e-05,8.69540900944332e-05,0,1,1
"sp|P60901|PSA6_RAT",3,3,2,2.36795739988359,2.10398762344672,0.286287582259882,0.263969776436878,2.08166981762371,1.81770004118683,0.451284412177514,0.00221441704961785,0.0040022042551633,0,1,1
"sp|P11517|HBB2_RAT",3,3,3,2.03416489545572,1.56570362010936,-0.556700943497597,0.468461275346356,2.59086583895331,2.12240456360696,0.348539893893382,0.001352259461281,0.00366839283536927,0,1,1
"sp|P32551|QCR2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K099|A0A0G2K099_RAT",3,3,3,2.53897750452973,2.18815887958275,-2.50310241739728,0.350818624946979,5.04207992192701,4.69126129698003,0.683370246376389,0.000842720336407874,0.0012290886939603,0,1,1
"tr|M0R5J4|M0R5J4_RAT",3,3,3,1.88528696199095,1.33095187191288,-0.108808550586204,0.554335090078075,1.99409551257716,1.43976042249908,0.00502451313938605,4.54040928801723e-06,3.0242703187449e-05,1,1,1
"sp|P50137|TKT_RAT",3,3,1,1.88834744814974,1.71054198882493,-0.142203363626573,0.177805459324803,2.03055081177631,1.85274535245151,0.542908376261552,0.00583328134559166,0.00808054776734116,0,1,1
"tr|B4F7A3|B4F7A3_RAT",3,3,1,1.06385265384275,0.682538981485535,-0.513692001788966,0.381313672357214,1.57754465563172,1.1962309832745,0.275665570988984,0.0210089498249038,0.0488872352165889,0,1,1
"sp|P47942|DPYL2_RAT",3,3,3,3.46835964883256,3.00525239682843,-3.00438847287605,0.463107252004133,6.47274812170861,6.00964086970448,0.0421858554720196,3.08549686417109e-08,4.80754716296267e-08,1,1,1
"sp|Q62950|DPYL1_RAT",3,3,3,3.45991070598584,3.10300589170215,-1.73514246316568,0.356904814283683,5.19505316915152,4.83814835486784,0.390212903319186,1.03415911734955e-05,1.5648921188021e-05,0,1,1
"sp|D3ZQL7|TPPP_RAT",3,3,0,1.33051722859654,1.01086420600342,NA,0.319653022593119,NA,NA,0.090148710230071,NA,NA,0,0,0
"sp|P68255|1433T_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P35213|1433B_RAT",3,3,3,2.97803433161713,2.56304117141977,-1.64163104508485,0.414993160197358,4.61966537670198,4.20467221650462,0.440467940125851,9.33540250975578e-05,0.000158426679079685,0,1,1
"sp|P61765|STXB1_RAT",3,3,3,3.02905268603804,2.79469351040304,-1.24999404383886,0.234359175635006,4.27904672987691,4.0446875542419,0.670604990388105,0.000182226329399115,0.000248986929914049,0,1,1
"sp|P62815|VATB2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F7FGY2|F7FGY2_RAT",3,3,2,3.41424813386925,2.72755885295783,-1.07524477472467,0.686689280911414,4.48949290859391,3.8028036276825,0.0555584832759887,2.79068989550001e-05,6.27664596232497e-05,0,1,1
"tr|E9PTG1|E9PTG1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P29101|SYT2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q08877|DYN3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6IFW6|K1C10_RAT",3,3,3,2.85537094121259,3.02081287091515,1.60600474397512,-0.165441929702565,1.24936619723747,1.41480812694003,0.856837185335821,0.204836603841529,0.158433128218193,0,0,0
"tr|A0A0G2JVI3|A0A0G2JVI3_RAT",3,3,1,2.32729584576457,2.10140475261481,-1.24587472497288,0.225891093149769,3.57317057073746,3.34727947758769,0.127867987504115,2.80405989434417e-05,3.63381266344169e-05,0,1,1
"tr|D3ZBC9|D3ZBC9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6AY84|SCRN1_RAT",3,3,3,2.31241267816709,2.0047291322174,-0.65800347618745,0.307683545949688,2.97041615435454,2.66273260840485,0.279361116719,2.62518523348085e-05,4.92050360525165e-05,0,1,1
"tr|A0A0G2KA73|A0A0G2KA73_RAT",3,3,3,1.99389749093794,1.16264917928869,-0.509246480028693,0.831248311649251,2.50314397096663,1.67189565931738,0.0847793433876609,0.000804363453659894,0.00602429416080976,0,1,1
"sp|Q9ER34|ACON_RAT",3,3,3,1.99292331358812,1.75311458341843,-0.792069975799344,0.239808730169691,2.78499328938746,2.54518455921777,0.405519396697161,4.66037832976796e-05,7.78475527994537e-05,0,1,1
"sp|P10860|DHE3_RAT",3,3,3,2.22063219902322,1.6400378375675,-1.90577810839649,0.580594361455715,4.1264103074197,3.54581594596399,0.180444306776716,3.78761895217154e-05,8.99045966495061e-05,0,1,1
"tr|D3ZGX8|D3ZGX8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O88989|MDHC_RAT",3,3,3,2.61857687042537,1.99920903549306,-1.46286969129949,0.619367834932308,4.08144656172487,3.46207872679256,0.124814404794658,2.29259593279473e-05,5.89944054417746e-05,0,1,1
"sp|P07335|KCRB_RAT",3,3,2,2.85425942894293,2.53929911872133,-3.42567469610753,0.314960310221597,6.27993412505046,5.96497381482886,0.540588176445954,7.99781935657658e-05,0.000102601916906129,0,1,1
"sp|P62738|ACTA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K5K7|A0A0G2K5K7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P15146|MTAP2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5XIF6|TBA4A_RAT",3,3,1,2.30388284283051,1.46107630099929,0.0626880557476409,0.842806541831215,2.24119478708287,1.39838824525165,0.0154989170540077,0.00159873423671417,0.0089743991655199,1,1,1
"tr|A0A0H2UHM7|A0A0H2UHM7_RAT",3,3,3,3.45683812325587,3.48444245106861,-1.56712241762183,-0.0276043278127451,5.0239605408777,5.05156486869044,0.961228530678795,9.1685346290095e-05,8.8887770243133e-05,0,1,1
"sp|P04642|LDHA_RAT",3,3,3,2.48534385164548,1.9499368846387,-0.895261932049884,0.535406967006778,3.38060578369536,2.84519881668858,0.0712334097908974,8.94155292892903e-06,2.43488000436658e-05,0,1,1
"tr|D3ZW47|D3ZW47_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q498D5|RMD2_RAT",3,3,0,2.73718366083898,2.28024527936513,NA,0.456938381473842,NA,NA,0.156116810585971,NA,NA,0,0,0
"sp|P35704|PRDX2_RAT",3,3,2,1.86012358349751,1.12874519395237,0.105893261726848,0.731378389545139,1.75423032177066,1.02285193222553,0.076177260727739,0.0049541438078912,0.0384765786179499,0,1,1
"sp|Q8CJ58|CLRN1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P37377|SYUA_RAT",3,3,0,2.14883497518813,1.75239183802979,NA,0.396443137158341,NA,NA,0.158916196572103,NA,NA,0,0,0
"tr|F1M1Y4|F1M1Y4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A133|D4A133_RAT",3,3,3,2.26057622179038,1.8752924282695,-1.02444446368651,0.385283793520879,3.28502068547689,2.89973689195601,0.340734212281826,0.000117847795223139,0.000236294884040827,0,1,1
"tr|B1WBV2|B1WBV2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P15999|ATPA_RAT",3,3,2,2.55546546011992,2.13599425164722,-1.45504643965295,0.419471208472698,4.01051189977287,3.59104069130018,0.133572610217131,2.16229341906562e-05,3.71543511944301e-05,0,1,1
"sp|P10687|PLCB1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B5DF71|B5DF71_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6QD51|CCD80_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q62927|CNGA1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1MAP6|F1MAP6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|A2VD12|PBIP1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P16617|PGK1_RAT",3,3,3,2.43230456443192,1.98306732528934,-1.55376124922164,0.449237239142582,3.98606581365356,3.53682857451098,0.17228606412713,9.21407389539133e-06,1.84751132606485e-05,0,1,1
"sp|P45953|ACADV_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZZH7|D3ZZH7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K693|A0A0G2K693_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K214|A0A0G2K214_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M4U9|F1M4U9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZJX1|D3ZJX1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q62689|JAK2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
